NumeroFactura,FechaVenta,Precio,Cantidad,ReferenciaProducto,CodigoMarca,IdUser,MedioPago,Talla,Color,Fabricante,ClaseProducto,NombreTienda,DepartamentoTienda,CiudadTienda
fact6619,2024-05-20,17638.66,1.0,ref14,marca2,id7100,EFECTIVO,talla6,color655,fabricante1,claseprod2,tienda4,VALLE DEL CAUCA,TULUÁ
fact6620,2024-05-20,9235.29,1.0,ref12,marca4,id7101,EFECTIVO,talla6,color449,fabricante1,claseprod1,tienda14,NORTE DE SANTANDER,CÚCUTA
fact6621,2024-05-20,21000.0,1.0,ref237,marca2,id7102,EFECTIVO,talla13,color30,fabricante3,claseprod11,tienda54,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6622,2024-05-20,17638.66,1.0,ref60,marca2,id7103,TARJETA DE DEBITO,talla3,color609,fabricante1,claseprod2,tienda93,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6623,2024-05-20,8394.96,1.0,ref838,marca14,id7104,EFECTIVO,talla8,color30,fabricante2,claseprod4,tienda35,CALDAS,MANIZALES
fact749,2024-05-20,25201.68,1.0,ref39,marca4,id7105,EFECTIVO,talla12,color762,fabricante1,claseprod1,tienda111,S/I,S/I
fact6624,2024-05-20,11756.3,1.0,ref151,marca1,id7106,EFECTIVO,talla2,color130,fabricante1,claseprod1,tienda107,QUINDÍO,ARMENIA
fact6625,2024-05-20,0.0,1.0,ref56,marca1,id7107,EFECTIVO,talla2,color5,fabricante1,claseprod1,tienda52,HUILA,PITALITO
fact6626,2024-05-20,0.0,1.0,ref60,marca2,id7108,TARJETA DE DEBITO,talla6,color604,fabricante1,claseprod2,tienda50,ANTIOQUIA,MEDELLÍN
fact6627,2024-05-20,23521.01,1.0,ref30,marca2,id7109,EFECTIVO,talla3,color514,fabricante1,claseprod2,tienda13,BOYACÁ,DUITAMA
fact6628,2024-05-20,10915.97,1.0,ref450,marca2,id7110,EFECTIVO,talla9,color5,fabricante3,claseprod8,tienda19,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6629,2024-05-20,20254.59,1.0,ref156,marca1,id3329,TARJETA DE DEBITO,talla15,color6,fabricante1,claseprod1,tienda39,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6630,2024-05-20,15957.98,1.0,ref100,marca1,id7111,TARJETA DE DEBITO,talla2,color5,fabricante1,claseprod1,tienda23,TOLIMA,IBAGUÉ
fact6631,2024-05-20,15455.46,1.0,ref34,marca2,id7112,EFECTIVO,talla6,color1,fabricante1,claseprod2,tienda14,NORTE DE SANTANDER,CÚCUTA
fact6632,2024-05-20,8394.96,1.0,ref52,marca4,id7113,MULTIPLE,talla6,color6,fabricante1,claseprod1,tienda79,ANTIOQUIA,MEDELLÍN
fact4332,2024-05-20,16802.52,1.0,ref62,marca2,id7114,EFECTIVO,talla2,color1,fabricante1,claseprod3,tienda111,S/I,S/I
fact6633,2024-05-20,17638.66,1.0,ref126,marca2,id7115,EFECTIVO,talla6,color1,fabricante1,claseprod2,tienda66,CUNDINAMARCA,FUSAGASUGÁ
fact6634,2024-05-20,11756.3,1.0,ref631,marca1,id7116,TARJETA DE DEBITO,talla7,color1,fabricante1,claseprod1,tienda30,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6635,2024-05-20,5873.95,1.0,ref42,marca4,id7117,TARJETA DE CREDITO,talla7,color1,fabricante1,claseprod1,tienda70,CAQUETÁ,FLORENCIA
fact6636,2024-05-20,33605.04,1.0,ref839,marca2,id7118,EFECTIVO,talla2,color335,fabricante1,claseprod7,tienda26,ANTIOQUIA,RIONEGRO
fact4177,2024-05-20,70.59,1.0,ref98,marca3,id7119,TARJETA DE DEBITO,talla8,color10,fabricante1,claseprod6,tienda55,VALLE DEL CAUCA,PALMIRA
fact6637,2024-05-20,17638.66,1.0,ref14,marca2,id7120,TARJETA DE CREDITO,talla2,color248,fabricante1,claseprod2,tienda54,BOGOTÁ D.C.,BOGOTÁ D.C.
fact979,2024-05-20,13436.97,1.0,ref83,marca1,id7121,TARJETA DE DEBITO,talla2,color6,fabricante1,claseprod1,tienda11,BOYACÁ,CHIQUINQUIRÁ
fact4645,2024-05-20,71420.17,1.0,ref138,marca1,id7122,TARJETA DE CREDITO,talla36,color6,fabricante1,claseprod1,tienda8,ANTIOQUIA,MEDELLÍN
fact6638,2024-05-20,21000.0,1.0,ref51,marca2,id7123,TARJETA DE DEBITO,talla2,color6,fabricante1,claseprod3,tienda2,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6639,2024-05-20,27722.69,2.0,ref390,marca2,id7124,TARJETA DE DEBITO,talla6,color1,fabricante1,claseprod3,tienda8,ANTIOQUIA,MEDELLÍN
fact6640,2024-05-20,31084.03,1.0,ref350,marca1,id7125,EFECTIVO,talla2,color6,fabricante1,claseprod1,tienda30,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6641,2024-05-20,27722.69,1.0,ref17,marca1,id7126,MULTIPLE,talla2,color41,fabricante1,claseprod7,tienda76,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6642,2024-05-20,0.0,1.0,ref423,marca3,id7127,EFECTIVO,talla9,color30,fabricante3,claseprod10,tienda102,CUNDINAMARCA,GIRARDOT
fact6643,2024-05-20,0.0,1.0,ref732,marca1,id7128,TARJETA DE DEBITO,talla8,color30,fabricante2,claseprod4,tienda31,BOGOTÁ D.C.,BOGOTÁ D.C.
fact689,2024-05-20,0.0,1.0,ref105,marca2,id7129,MULTIPLE,talla9,color10,fabricante3,claseprod8,tienda59,CUNDINAMARCA,MOSQUERA
fact6644,2024-05-20,0.84,1.0,ref167,marca1,id7130,TARJETA DE DEBITO,talla27,color30,fabricante1,claseprod1,tienda91,CUNDINAMARCA,ZIPAQUIRÁ
fact136,2024-05-20,17638.66,1.0,ref69,marca2,id7131,TARJETA DE CREDITO,talla6,color216,fabricante1,claseprod2,tienda42,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6645,2024-05-20,54613.45,1.0,ref148,marca1,id7132,MULTIPLE,talla17,color1,fabricante1,claseprod1,tienda33,ANTIOQUIA,ITAGUI
fact6646,2024-05-21,22680.67,1.0,ref23,marca2,id7133,TARJETA DE DEBITO,talla6,color763,fabricante1,claseprod9,tienda70,CAQUETÁ,FLORENCIA
fact6647,2024-05-21,12596.64,1.0,ref331,marca1,id7134,TARJETA DE DEBITO,talla6,color6,fabricante1,claseprod1,tienda89,SANTANDER,BARBOSA
fact491,2024-05-21,21000.0,1.0,ref568,marca1,id7135,EFECTIVO,talla2,color14,fabricante1,claseprod7,tienda21,BOYACÁ,TUNJA
fact6648,2024-05-21,10915.97,1.0,ref40,marca5,id7136,EFECTIVO,talla11,color30,fabricante3,claseprod11,tienda107,QUINDÍO,ARMENIA
fact6649,2024-05-21,25201.68,1.0,ref39,marca4,id7137,EFECTIVO,talla12,color352,fabricante1,claseprod1,tienda69,BOGOTÁ D.C.,BOGOTÁ D.C.
fact1890,2024-05-21,19319.33,1.0,ref96,marca2,id7138,TARJETA DE CREDITO,talla6,color5,fabricante1,claseprod2,tienda65,CUNDINAMARCA,SOACHA
fact6650,2024-05-21,13436.97,1.0,ref35,marca1,id7139,EFECTIVO,talla6,color36,fabricante1,claseprod1,tienda52,HUILA,PITALITO
fact6651,2024-05-21,39487.39,1.0,ref284,marca2,id7140,TARJETA DE CREDITO,talla2,color683,fabricante1,claseprod3,tienda24,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6652,2024-05-21,12596.64,1.0,ref646,marca10,id7141,TARJETA DE CREDITO,talla5,color549,fabricante1,claseprod22,tienda3,ATLÁNTICO,BARRANQUILLA
fact3798,2024-05-21,0.84,1.0,ref167,marca1,id7142,TARJETA DE CREDITO,talla27,color30,fabricante1,claseprod1,tienda102,CUNDINAMARCA,GIRARDOT
fact1405,2024-05-21,29403.36,1.0,ref536,marca2,id7143,EFECTIVO,talla2,color27,fabricante1,claseprod9,tienda62,HUILA,NEIVA
fact6653,2024-05-21,9235.29,1.0,ref12,marca4,id7144,EFECTIVO,talla6,color6,fabricante1,claseprod1,tienda74,ANTIOQUIA,MEDELLÍN
fact6654,2024-05-21,29405.88,1.0,ref840,marca1,id7145,EFECTIVO,talla3,color764,fabricante1,claseprod7,tienda97,QUINDÍO,ARMENIA
fact6655,2024-05-21,33605.04,1.0,ref5,marca2,id7146,EFECTIVO,talla3,color6,fabricante1,claseprod3,tienda12,HUILA,GARZÓN
fact6656,2024-05-21,16798.32,1.0,ref118,marca4,id7147,TRANSACCION TEF,talla8,color73,fabricante2,claseprod4,tienda34,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6657,2024-05-21,8394.96,1.0,ref399,marca1,id7148,TARJETA DE CREDITO,talla6,color14,fabricante8,claseprod4,tienda12,HUILA,GARZÓN
fact6658,2024-05-21,21000.0,2.0,ref103,marca2,id7149,EFECTIVO,talla2,color1,fabricante1,claseprod3,tienda50,ANTIOQUIA,MEDELLÍN
fact6659,2024-05-21,17638.66,1.0,ref14,marca2,id7150,EFECTIVO,talla6,color765,fabricante1,claseprod2,tienda34,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6660,2024-05-21,15957.98,1.0,ref56,marca1,id7151,EFECTIVO,talla6,color511,fabricante1,claseprod1,tienda43,VALLE DEL CAUCA,PALMIRA
fact6661,2024-05-21,9278.57,1.0,ref116,marca2,id7152,EFECTIVO,talla9,color10,fabricante3,claseprod8,tienda65,CUNDINAMARCA,SOACHA
fact6662,2024-05-21,11421.42,1.0,ref84,marca1,id7153,TARJETA DE CREDITO,talla2,color5,fabricante1,claseprod1,tienda68,CUNDINAMARCA,CAJICÁ
fact6663,2024-05-21,25201.68,1.0,ref608,marca2,id7154,MULTIPLE,talla3,color766,fabricante1,claseprod9,tienda55,VALLE DEL CAUCA,PALMIRA
fact4524,2024-05-21,21000.0,1.0,ref255,marca1,id7155,EFECTIVO,talla10,color10,fabricante3,claseprod4,tienda91,CUNDINAMARCA,ZIPAQUIRÁ
fact6664,2024-05-21,13436.97,1.0,ref244,marca1,id7156,EFECTIVO,talla2,color32,fabricante1,claseprod1,tienda88,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6665,2024-05-21,17638.66,1.0,ref95,marca1,id7157,EFECTIVO,talla2,color10,fabricante1,claseprod1,tienda10,NARIÑO,IPIALES
fact6666,2024-05-21,22680.67,1.0,ref18,marca1,id7158,MULTIPLE,talla24,color6,fabricante1,claseprod1,tienda71,BOGOTÁ D.C.,BOGOTÁ D.C.
fact1547,2024-05-21,28564.28,1.0,ref227,marca1,id7159,CREDITO EMPLEADO,talla25,color6,fabricante1,claseprod1,tienda98,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6667,2024-05-21,19319.33,1.0,ref715,marca14,id7160,EFECTIVO,talla8,color6,fabricante2,claseprod4,tienda68,CUNDINAMARCA,CAJICÁ
fact703,2024-05-22,70.59,1.0,ref98,marca3,id7161,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda52,HUILA,PITALITO
fact6668,2024-05-22,0.0,1.0,ref230,marca1,id7162,EFECTIVO,talla3,color6,fabricante1,claseprod1,tienda2,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6669,2024-05-22,16798.32,1.0,ref149,marca1,id7163,TARJETA DE CREDITO,talla2,color683,fabricante1,claseprod7,tienda65,CUNDINAMARCA,SOACHA
fact6670,2024-05-22,70.59,1.0,ref11,marca3,id7164,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda7,ANTIOQUIA,EL SANTUARIO
fact6671,2024-05-22,0.0,1.0,ref61,marca2,id7165,MULTIPLE,talla2,color32,fabricante1,claseprod2,tienda80,VALLE DEL CAUCA,BUGALAGRANDE
fact6672,2024-05-22,25201.68,1.0,ref186,marca2,id7166,EFECTIVO,talla6,color120,fabricante1,claseprod9,tienda5,ANTIOQUIA,MEDELLÍN
fact6673,2024-05-22,13436.97,1.0,ref279,marca1,id7167,TARJETA DE CREDITO,talla2,color767,fabricante1,claseprod1,tienda6,TOLIMA,MELGAR
fact6674,2024-05-22,19319.33,1.0,ref308,marca1,id7168,TRANSACCION TEF,talla6,color205,fabricante1,claseprod7,tienda34,BOGOTÁ D.C.,BOGOTÁ D.C.
fact4821,2024-05-22,0.0,1.0,ref433,marca1,id7169,EFECTIVO,talla7,color32,fabricante1,claseprod1,tienda65,CUNDINAMARCA,SOACHA
fact6675,2024-05-22,5033.61,1.0,ref275,marca1,id7170,EFECTIVO,talla7,color3,fabricante2,claseprod4,tienda25,CUNDINAMARCA,MOSQUERA
fact6676,2024-05-22,13436.97,1.0,ref191,marca1,id7171,MULTIPLE,talla2,color33,fabricante1,claseprod1,tienda60,ANTIOQUIA,BELLO
fact5687,2024-05-22,19319.33,1.0,ref192,marca1,id7172,EFECTIVO,talla18,color30,fabricante3,claseprod12,tienda7,ANTIOQUIA,EL SANTUARIO
fact305,2024-05-22,15957.98,1.0,ref100,marca1,id7173,TARJETA DE DEBITO,talla6,color484,fabricante1,claseprod1,tienda63,ANTIOQUIA,MEDELLÍN
fact6677,2024-05-22,25201.68,1.0,ref154,marca2,id7174,TARJETA DE DEBITO,talla2,color135,fabricante1,claseprod9,tienda21,BOYACÁ,TUNJA
fact6678,2024-05-22,70.59,1.0,ref11,marca3,id7175,TARJETA DE DEBITO,talla8,color10,fabricante1,claseprod6,tienda3,ATLÁNTICO,BARRANQUILLA
fact6679,2024-05-22,16802.52,1.0,ref841,marca1,id7176,TARJETA DE CREDITO,talla8,color6,fabricante8,claseprod4,tienda16,RISARALDA,SANTA ROSA DE CABAL
fact2472,2024-05-22,33605.04,1.0,ref227,marca1,id7177,EFECTIVO,talla1,color5,fabricante1,claseprod1,tienda12,HUILA,GARZÓN
fact173,2024-05-22,17638.66,1.0,ref33,marca2,id7178,EFECTIVO,talla6,color5,fabricante1,claseprod2,tienda27,RISARALDA,PEREIRA
fact6680,2024-05-22,20159.66,1.0,ref109,marca1,id7179,EFECTIVO,talla2,color150,fabricante1,claseprod1,tienda60,ANTIOQUIA,BELLO
fact6681,2024-05-22,9405.04,1.0,ref326,marca2,id2841,EFECTIVO,talla19,color6,fabricante1,claseprod9,tienda58,NORTE DE SANTANDER,CÚCUTA
fact6682,2024-05-22,15957.98,1.0,ref47,marca1,id7180,EFECTIVO,talla6,color5,fabricante1,claseprod1,tienda107,QUINDÍO,ARMENIA
fact748,2024-05-22,0.0,1.0,ref324,marca4,id7181,TARJETA DE CREDITO,talla18,color21,fabricante3,claseprod4,tienda7,ANTIOQUIA,EL SANTUARIO
fact6683,2024-05-22,9235.29,2.0,ref704,marca2,id7182,EFECTIVO,talla32,color30,fabricante3,claseprod26,tienda23,TOLIMA,IBAGUÉ
fact6684,2024-05-22,9235.29,1.0,ref12,marca4,id7183,EFECTIVO,talla6,color5,fabricante1,claseprod1,tienda89,SANTANDER,BARBOSA
fact6563,2024-05-22,25201.68,1.0,ref168,marca2,id7184,TARJETA DE DEBITO,talla6,color6,fabricante1,claseprod9,tienda9,RISARALDA,PEREIRA
fact3917,2024-05-22,54613.45,1.0,ref1,marca1,id7185,TARJETA DE CREDITO,talla1,color6,fabricante1,claseprod1,tienda61,NORTE DE SANTANDER,CÚCUTA
fact6685,2024-05-22,12596.64,1.0,ref691,marca16,id7186,EFECTIVO,talla13,color768,fabricante1,claseprod7,tienda87,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6686,2024-05-23,0.0,1.0,ref46,marca2,id7187,EFECTIVO,talla2,color3,fabricante1,claseprod2,tienda72,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6687,2024-05-23,70.59,1.0,ref20,marca3,id7188,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda67,BOGOTÁ D.C.,BOGOTÁ D.C.
fact3690,2024-05-23,24361.34,1.0,ref59,marca2,id7189,TARJETA DE DEBITO,talla6,color24,fabricante1,claseprod9,tienda1,VALLE DEL CAUCA,CALI
fact6688,2024-05-23,17638.66,1.0,ref95,marca1,id7190,TARJETA DE CREDITO,talla6,color10,fabricante1,claseprod1,tienda8,ANTIOQUIA,MEDELLÍN
fact3791,2024-05-23,27722.69,1.0,ref348,marca1,id7191,EFECTIVO,talla15,color55,fabricante1,claseprod1,tienda21,BOYACÁ,TUNJA
fact6689,2024-05-23,25201.68,1.0,ref219,marca1,id7192,TARJETA DE DEBITO,talla2,color14,fabricante1,claseprod1,tienda15,CALDAS,MANIZALES
fact6690,2024-05-23,17638.66,1.0,ref95,marca1,id7193,TARJETA DE CREDITO,talla7,color10,fabricante1,claseprod1,tienda107,QUINDÍO,ARMENIA
fact6691,2024-05-23,21000.0,2.0,ref263,marca2,id7194,EFECTIVO,talla2,color1,fabricante1,claseprod3,tienda79,ANTIOQUIA,MEDELLÍN
fact5871,2024-05-23,12596.64,1.0,ref646,marca10,id7195,EFECTIVO,talla14,color769,fabricante1,claseprod22,tienda107,QUINDÍO,ARMENIA
fact4390,2024-05-23,25201.68,1.0,ref612,marca2,id7196,TARJETA DE DEBITO,talla22,color10,fabricante3,claseprod8,tienda83,CUNDINAMARCA,GIRARDOT
fact6692,2024-05-23,19319.33,2.0,ref43,marca2,id7197,TARJETA DE DEBITO,talla11,color1,fabricante3,claseprod11,tienda5,ANTIOQUIA,MEDELLÍN
fact6693,2024-05-23,20159.66,1.0,ref109,marca1,id7198,TARJETA DE CREDITO,talla2,color68,fabricante1,claseprod1,tienda107,QUINDÍO,ARMENIA
fact6694,2024-05-23,17638.66,1.0,ref14,marca2,id7199,EFECTIVO,talla2,color770,fabricante1,claseprod2,tienda27,RISARALDA,PEREIRA
fact1927,2024-05-23,13436.97,1.0,ref53,marca1,id7200,MULTIPLE,talla2,color6,fabricante1,claseprod1,tienda3,ATLÁNTICO,BARRANQUILLA
fact6695,2024-05-23,0.0,1.0,ref106,marca1,id7201,EFECTIVO,talla2,color386,fabricante1,claseprod1,tienda89,SANTANDER,BARBOSA
fact6696,2024-05-23,17638.66,1.0,ref60,marca2,id7202,EFECTIVO,talla6,color27,fabricante1,claseprod2,tienda14,NORTE DE SANTANDER,CÚCUTA
fact6697,2024-05-23,70.59,1.0,ref98,marca3,id7203,TARJETA DE DEBITO,talla8,color10,fabricante1,claseprod6,tienda22,ANTIOQUIA,MEDELLÍN
fact6698,2024-05-23,17638.66,1.0,ref60,marca2,id7204,TARJETA DE DEBITO,talla2,color117,fabricante1,claseprod2,tienda9,RISARALDA,PEREIRA
fact6699,2024-05-23,15957.98,1.0,ref47,marca1,id7205,TARJETA DE DEBITO,talla6,color6,fabricante1,claseprod1,tienda64,ANTIOQUIA,LA CEJA
fact6700,2024-05-23,21004.2,1.0,ref282,marca1,id7206,TARJETA DE DEBITO,talla8,color182,fabricante2,claseprod4,tienda107,QUINDÍO,ARMENIA
fact6701,2024-05-23,22680.67,1.0,ref18,marca1,id7207,EFECTIVO,talla2,color14,fabricante1,claseprod1,tienda29,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATÉ
fact530,2024-05-23,5033.61,1.0,ref50,marca1,id7208,TARJETA DE CREDITO,talla6,color1,fabricante2,claseprod4,tienda81,QUINDÍO,CALARCÁ
fact6702,2024-05-23,19319.33,1.0,ref105,marca2,id7209,TARJETA DE CREDITO,talla9,color6,fabricante3,claseprod8,tienda30,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6703,2024-05-23,21000.0,1.0,ref237,marca2,id7210,TARJETA DE CREDITO,talla13,color6,fabricante3,claseprod11,tienda21,BOYACÁ,TUNJA
fact4363,2024-05-23,19319.33,1.0,ref94,marca1,id7211,EFECTIVO,talla18,color1,fabricante3,claseprod4,tienda69,BOGOTÁ D.C.,BOGOTÁ D.C.
fact4793,2024-05-23,12596.64,1.0,ref258,marca1,id7212,TARJETA DE DEBITO,talla2,color6,fabricante1,claseprod1,tienda109,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6704,2024-05-23,0.0,1.0,ref12,marca4,id7213,EFECTIVO,talla6,color1,fabricante1,claseprod1,tienda91,CUNDINAMARCA,ZIPAQUIRÁ
fact6705,2024-05-23,12596.64,1.0,ref391,marca20,id7214,CREDITO EMPLEADO,talla14,color110,fabricante1,claseprod22,tienda62,HUILA,NEIVA
fact6706,2024-05-23,22680.67,1.0,ref74,marca1,id7215,TARJETA DE DEBITO,talla6,color6,fabricante1,claseprod1,tienda53,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6707,2024-05-23,19319.33,1.0,ref443,marca1,id7216,EFECTIVO,talla6,color312,fabricante1,claseprod1,tienda47,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6708,2024-05-24,15957.98,1.0,ref56,marca1,id7217,EFECTIVO,talla6,color47,fabricante1,claseprod1,tienda34,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6709,2024-05-24,11756.3,1.0,ref326,marca2,id7218,EFECTIVO,talla31,color1,fabricante1,claseprod9,tienda3,ATLÁNTICO,BARRANQUILLA
fact6710,2024-05-24,11756.3,1.0,ref326,marca2,id7219,MULTIPLE,talla37,color5,fabricante1,claseprod9,tienda35,CALDAS,MANIZALES
fact6711,2024-05-24,25201.68,1.0,ref44,marca2,id7220,EFECTIVO,talla2,color1,fabricante1,claseprod9,tienda35,CALDAS,MANIZALES
fact6712,2024-05-24,0.0,1.0,ref12,marca4,id7221,EFECTIVO,talla2,color14,fabricante1,claseprod1,tienda101,VALLE DEL CAUCA,ZARZAL
fact6713,2024-05-24,25201.68,1.0,ref168,marca2,id7222,TARJETA DE CREDITO,talla7,color5,fabricante1,claseprod9,tienda26,ANTIOQUIA,RIONEGRO
fact6714,2024-05-24,16798.32,1.0,ref149,marca1,id7223,EFECTIVO,talla3,color6,fabricante1,claseprod7,tienda12,HUILA,GARZÓN
fact6715,2024-05-24,21000.0,1.0,ref38,marca2,id7224,EFECTIVO,talla11,color1,fabricante3,claseprod11,tienda26,ANTIOQUIA,RIONEGRO
fact6716,2024-05-24,70.59,1.0,ref20,marca3,id7225,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda106,CUNDINAMARCA,FUSAGASUGÁ
fact6717,2024-05-24,25201.68,2.0,ref39,marca4,id7226,EFECTIVO,talla12,color317,fabricante1,claseprod1,tienda68,CUNDINAMARCA,CAJICÁ
fact3972,2024-05-24,15957.98,1.0,ref71,marca1,id7227,TARJETA DE DEBITO,talla6,color14,fabricante1,claseprod1,tienda1,VALLE DEL CAUCA,CALI
fact6718,2024-05-24,50411.76,1.0,ref643,marca1,id7228,TARJETA DE DEBITO,talla25,color64,fabricante1,claseprod1,tienda11,BOYACÁ,CHIQUINQUIRÁ
fact4070,2024-05-24,0.0,1.0,ref100,marca1,id7229,TARJETA DE CREDITO,talla2,color5,fabricante1,claseprod1,tienda44,BOGOTÁ D.C.,BOGOTÁ D.C.
fact4411,2024-05-24,11756.3,1.0,ref151,marca1,id7230,TARJETA DE DEBITO,talla3,color6,fabricante1,claseprod1,tienda37,ANTIOQUIA,SABANETA
fact6719,2024-05-24,19319.33,1.0,ref94,marca1,id7231,TARJETA DE CREDITO,talla18,color21,fabricante3,claseprod4,tienda11,BOYACÁ,CHIQUINQUIRÁ
fact6720,2024-05-24,70.59,1.0,ref11,marca3,id7232,TARJETA DE CREDITO,talla8,color10,fabricante1,claseprod6,tienda97,QUINDÍO,ARMENIA
fact6721,2024-05-24,13436.97,1.0,ref83,marca1,id7233,EFECTIVO,talla6,color47,fabricante1,claseprod1,tienda5,ANTIOQUIA,MEDELLÍN
fact6722,2024-05-24,17638.66,1.0,ref14,marca2,id7234,TARJETA DE CREDITO,talla7,color771,fabricante1,claseprod2,tienda20,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6723,2024-05-24,0.0,1.0,ref60,marca2,id7235,EFECTIVO,talla2,color772,fabricante1,claseprod2,tienda102,CUNDINAMARCA,GIRARDOT
fact6724,2024-05-24,17638.66,1.0,ref60,marca2,id7236,EFECTIVO,talla3,color6,fabricante1,claseprod2,tienda17,META,VILLAVICENCIO
fact6725,2024-05-24,25201.68,1.0,ref26,marca2,id7237,EFECTIVO,talla7,color1,fabricante1,claseprod9,tienda40,ANTIOQUIA,EL CARMEN DE VIBORAL
fact4423,2024-05-24,21000.0,1.0,ref353,marca1,id7238,EFECTIVO,talla6,color1,fabricante1,claseprod1,tienda23,TOLIMA,IBAGUÉ
fact6726,2024-05-24,70.59,1.0,ref20,marca3,id7239,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda46,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6727,2024-05-24,17638.66,1.0,ref14,marca2,id7240,EFECTIVO,talla6,color403,fabricante1,claseprod2,tienda48,META,GRANADA
fact6728,2024-05-24,70.59,1.0,ref11,marca3,id7241,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda35,CALDAS,MANIZALES
fact6729,2024-05-24,21000.0,1.0,ref103,marca2,id7242,TARJETA DE DEBITO,talla3,color1,fabricante1,claseprod3,tienda33,ANTIOQUIA,ITAGUI
fact3690,2024-05-24,21000.0,1.0,ref131,marca1,id7243,EFECTIVO,talla22,color10,fabricante3,claseprod4,tienda111,S/I,S/I
fact6730,2024-05-24,70.59,1.0,ref11,marca3,id7244,TARJETA DE DEBITO,talla8,color96,fabricante1,claseprod6,tienda59,CUNDINAMARCA,MOSQUERA
fact6731,2024-05-24,25201.68,1.0,ref168,marca2,id7245,TARJETA DE CREDITO,talla3,color5,fabricante1,claseprod9,tienda4,VALLE DEL CAUCA,TULUÁ
fact6732,2024-05-24,15957.98,1.0,ref56,marca1,id7246,EFECTIVO,talla6,color36,fabricante1,claseprod1,tienda36,META,ACACÍAS
fact6733,2024-05-24,17850.0,1.0,ref568,marca1,id7247,CREDITO EMPLEADO,talla6,color1,fabricante1,claseprod7,tienda63,ANTIOQUIA,MEDELLÍN
fact6734,2024-05-24,0.0,1.0,ref775,marca1,id7248,MULTIPLE,talla8,color30,fabricante2,claseprod4,tienda30,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6735,2024-05-24,70.59,1.0,ref11,marca3,id7249,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda18,CALDAS,MANIZALES
fact6736,2024-05-24,21004.2,1.0,ref842,marca14,id7250,TARJETA DE CREDITO,talla8,color182,fabricante2,claseprod4,tienda58,NORTE DE SANTANDER,CÚCUTA
fact6737,2024-05-24,17638.66,1.0,ref69,marca2,id7251,TARJETA DE DEBITO,talla2,color773,fabricante1,claseprod2,tienda53,BOGOTÁ D.C.,BOGOTÁ D.C.
fact6738,2024-05-24,19319.33,1.0,ref13,marca1,id7252,EFECTIVO,talla6,color6,fabricante1,claseprod1,tienda96,BOGOTÁ D.C.,BOGOTÁ D.C.
fact2852,2024-05-25,17638.66,1.0,ref61,marca2,id7253,TARJETA DE DEBITO,talla2,color46,fabricante1,claseprod2,tienda51,VALLE DEL CAUCA,VALLEDUPAR
fact4563,2024-05-25,15957.98,1.0,ref78,marca1,id7254,TARJETA DE CREDITO,talla2,color6,fabricante1,claseprod1,tienda79,ANTIOQUIA,MEDELLÍN
fact6739,2024-05-25,18144.54,1.0,ref23,marca2,id7255,TARJETA DE DEBITO,talla6,color572,fabricante1,claseprod9,tienda14,NORTE DE SANTANDER,CÚCUTA
fact6740,2024-05-25,6714.29,2.0,ref540,marca1,id7256,TARJETA DE DEBITO,talla23,color1,fabricante3,claseprod4,tienda60,ANTIOQUIA,BELLO
fact6741,2024-05-25,9235.29,1.0,ref12,marca4,id7257,EFECTIVO,talla6,color6,fabricante1,claseprod1,tienda80,VALLE DEL CAUCA,BUGALAGRANDE
fact6742,2024-05-25,70.59,1.0,ref98,marca3,id7258,EFECTIVO,talla8,color10,fabricante1,claseprod6,tienda46,BOGOTÁ D.C.,BOGOTÁ D.C.
